117_1	117_2	152_1	152_2
CCDC28A	11.5686204633963	4.57893808237257	6.65454292521407	9.45840167542632
RRAGD	0.411074558586096	1.58013945829252	0.437366886754848	0.438760475829339
HSF2	0	0.709329582893762	0	0.473679287687939
SEC63	32.3786201278936	29.6996891225479	67.2551805055403	55.8182355555145
RNASET2	1.64429823434439	0.709329582893762	10.9670034015731	9.66791454657792
AGPAT4	11.5686204633963	17.6486950218457	0.437366886754848	1.35120023934662
BTN3A1	33.9903800962064	47.8404338304003	61.5223911657816	106.54593946037
IFNGR1	1.64429823434439	1.41865916578752	3.63999452987582	2.77223810241043
BCLAF1	25.1926137197231	32.0948388518572	27.9347264353353	43.882130350879
SLC39A9	0	0	0.437366886754848	0
TFB1M	10.5864696114397	14.6287602601411	31.1045228457543	27.0589235987909
NUP160	0	0	0	0.438760475829339
BAK1	0.565877381979734	0.526713152764174	2.23385424571992	0.877520951658678
GRN	0	0	0.437366886754848	0
CENPQ	0	0	0	0.473679287687939
ZCCHC8	0	1.41865916578752	0	0
PEX3	4.42035123264824	6.52431040092427	15.2324440659865	18.0742012110526
TBC1D23	0	0	0	0.438760475829339
CUL3	0	0.526713152764174	0	0
CDH1	1.38802649915193	0.526713152764174	0.437366886754848	0
MTREX	0	0	0.484386698700525	0
PNKP	0	0	0	1.35120023934662
TRIT1	0	0	0	0.473679287687939
CTNNA1	0	0.709329582893762	0.968773397401051	0
PHKA2	0	0.709329582893762	0	0
HSPA5	0	0.709329582893762	0.484386698700525	0
DSG2	0	0.526713152764174	0	0
OFD1	0	0	0	0.438760475829339
DTNBP1	3.8544738506685	1.58013945829252	9.6078829293629	11.7220416782902
GOPC	26.5754413074842	25.5493923133083	50.6778045465874	50.887113885816
HDAC9	0.565877381979734	0	0	0
MRPS10	86.6131225066176	60.7199655312522	56.9322658919629	37.3401926804912
H6PD	0	0.709329582893762	0	0
ARID1B	14.2380056385105	34.3073721510368	53.4945391891136	50.9220326976746
MCUR1	8.69109855329365	19.3903147726432	18.5761311449445	23.7234338514492
LIMA1	0	0	0.437366886754848	0
CYBA	0.565877381979734	0	0	0
HEBP2	2.67458408650503	7.25477612144262	7.99947481818054	11.7918793020074
MPHOSPH9	0	0	0	0.473679287687939
SIKE1	0.411074558586096	0	0	0
MSMO1	2.26350952791893	1.9453723185517	0	0
LAMA3	0.97695194056583	0	0	0
LY75	0.565877381979734	0	0	0
ARID4B	0	0	0.437366886754848	0
FOXC1	3.44339929208241	0	8.92122840363592	5.36988214552787
SYNE2	0	0	0	0.473679287687939
NOP58	0.565877381979734	0	0.484386698700525	0
TAB2	0.822149117172193	2.28946904118628	0.921753585455373	1.38611905120522
GINM1	0	0	1.4061402841559	0
EIF2AK2	0.411074558586096	0	0.437366886754848	0
TRAF3IP2	8.58443073010402	15.5207062731644	19.888231805209	22.7411564642147
PRDM1	4.47368514424305	6.72806296867844	1.84350717091075	3.75451548964491
ATG5	60.603558581113	62.1597608346643	38.4173431382079	30.2851062553632
ATP11B	0.565877381979734	0	0	0
CROCC	0	0	0	0.438760475829339
NDC1	0.565877381979734	0	0	0
CDK17	0	0.526713152764174	0.437366886754848	0
MPC1	8.4829618183052	11.9951944963202	18.8254187839166	21.7588790769803
ELMO2	0	0	0	0.438760475829339
VMP1	0.411074558586096	0	0	0.473679287687939
CASP8	0	0	0.437366886754848	0
TM7SF3	0	0	0	0.473679287687939
ATP2C2	0.565877381979734	0	0	0
TNPO3	0.411074558586096	0	0	0
SUGP2	0	0	0	0.438760475829339
SLC12A2	0.565877381979734	0	0	0
CNN2	0	0	0.484386698700525	0
BTBD1	0	0	0	0.877520951658678
BCAS1	0	0	0.874733773509696	0
TAF11	0.411074558586096	0	12.232084249892	8.54596191190904
ANKS1A	63.6566789601726	63.2419320863089	29.2139958628979	34.5330357662222
ZNF76	119.076270014451	139.405668148719	111.720263087883	90.6306218166054
UHRF1BP1	25.6088871897	36.7583214847281	66.0229308899234	37.9186284037549
TRAM2	8.9421713770953	10.2324386078981	7.90543519428919	14.6688738399936
ERBB3	0.411074558586096	0	0	0
ADAT1	0	0	0.921753585455373	0
TBC1D22B	7.09493531915327	5.65350052552551	12.2791040618377	14.8632026328128
CYB5R4	10.7946063464281	17.4449424540915	31.3067906727808	28.1808762334598
ME1	40.4075712987995	34.4265801682926	19.7001525574263	18.2487952703456
CDK13	0.411074558586096	0	0.968773397401051	0
DIP2B	0.565877381979734	0	0	0
CLDN18	1.54282932254556	1.23604273565794	0	0
TRMT11	28.5826791002107	26.8065711865908	35.7603105849768	44.2358691246587
ATG2B	0	0	0	0.438760475829339
DDX3Y	0.411074558586096	0	0	0
SP100	0.565877381979734	0	0	0
PLEKHH3	0	0.709329582893762	0	0
GPKOW	0.411074558586096	0	0	0
PRR11	0	0	0.437366886754848	0
IFT80	0.411074558586096	0	0	0
BCL3	0	0	0	0.438760475829339
RNF126	0	0	0.968773397401051	0
JMJD6	0	0.709329582893762	0	0
PABPC1	0	0	0	0.473679287687939
CSNK2A2	0.565877381979734	0	0	0
CDC42	0	0	0	0.473679287687939
RPS6KA2	191.998977934992	115.345952222564	56.9464544712067	55.2397998322507
ATP6AP1	0	0	0.437366886754848	0
PDCD2	42.8310825615029	36.5334327793493	59.2086858754141	52.3081517488798
RDH11	0	0	0	0.473679287687939
ACTN1	0	0.526713152764174	0	0
RPS6KA6	0	0	0.437366886754848	0
PTPN18	0	0	0.484386698700525	0
LLGL2	0	0.526713152764174	0	0
IGF2BP2	0.565877381979734	0	0	0
EED	0	0	0.921753585455373	0
CA12	0	0	0	0.438760475829339
IPCEF1	0	1.58013945829252	0.484386698700525	0
ZZEF1	0	0	0	0.473679287687939
ENO1	0.565877381979734	0	0	0
TUBE1	0.822149117172193	1.05342630552835	2.32789386961127	0.473679287687939
ZNF37A	0	0	0.484386698700525	0
SLC46A1	0	0	0	0.438760475829339
NT5C2	0	0	0	0.438760475829339
CAMSAP3	0	0	0.437366886754848	0
NFKB2	0	0	0	0.473679287687939
DNAJC10	0	0	0.484386698700525	0
DYNC1I2	0	0	0	0.473679287687939
POLD3	0	0.526713152764174	0	0
CAPZB	0	0	0	0.438760475829339
ACER3	0	0	0.484386698700525	0
TIGAR	0	0	0.437366886754848	0
SYNJ2	253.285479544056	226.562743773512	119.639886861416	111.791330436796
PPP2R5C	0	0.526713152764174	0	0
EDN1	1.23322367575829	0	2.71824094442044	4.05360071803985
UBE2D4	0	0.526713152764174	0	0
CDH17	0	0	0	0.438760475829339
XRCC5	0.565877381979734	0	0	0
FDFT1	0	0.526713152764174	0	0
SCGN	0.411074558586096	0	0	0
CARMIL1	94.6199332342735	107.802878982868	52.2436469200385	58.9047429646523
DNM2	0	0.709329582893762	0	0
EPB41L2	2.1087067045253	4.07336106723298	1.84350717091075	1.42103786306382
RIMS1	0.411074558586096	0	0	0.473679287687939
MOXD1	0	0.526713152764174	0	0
STX7	265.939064568894	253.261943984129	127.996877521704	167.998223577949
DDX43	1.54282932254556	3.8907446371034	1.4061402841559	3.14116095452257
SESN1	7.81561552452664	4.23484135973798	7.76437575845216	9.63299573471932
CNOT4	0	0	0.437366886754848	0
HSP90AA1	1.13175476395947	0.526713152764174	0	0
OSTM1	0.822149117172193	0.526713152764174	2.32789386961127	0.912439763517278
ATP8B1	0	0	0.437366886754848	0
C5orf22	0.565877381979734	0	0	0
FAM135A	273.817067030111	232.539204884047	104.205174968403	88.032977773488
GSK3B	0.411074558586096	0	0	0
DOP1A	0.411074558586096	0.526713152764174	0.921753585455373	3.24591739009837
LYRM2	51.9761917621958	43.2192234727786	32.9480300166651	37.8138719681791
BCKDHB	154.246539874821	144.026878506341	122.311107993891	106.511020648511
KAT6A	0	0.709329582893762	0	0
PDS5B	0.411074558586096	0	0	0
ZNF586	0	0.709329582893762	0	0
SSH1	0	0	0.874733773509696	0
APLP2	0	0	0	0.947358575375878
EIF3I	0	0	0.437366886754848	0
TXLNA	0.411074558586096	0	0	0
CD59	0	0	0	0.438760475829339
MECOM	0	0	0.437366886754848	0
PREP	3.44339929208241	4.94417094263174	4.26544066441337	6.49183478019674
HACE1	42.9377503846925	27.3966927522288	22.122086050929	20.3378412139164
SEH1L	0	0.709329582893762	0	0
WDFY1	0.565877381979734	0	0	0
MAP3K4	32.3838190392844	30.8587961161992	27.7466471875526	17.740197170799
CTTN	1.13175476395947	0	0	0
DDHD2	0	0	0.437366886754848	0
POMGNT1	0	0	0.484386698700525	0
DNAJA1	0	0.709329582893762	0	0
ZFAND6	0.565877381979734	0	0	0
HUWE1	0	0	0.437366886754848	0
ZW10	0	0	0.437366886754848	0
OGFOD1	0	0	0	0.438760475829339
METTL2A	0.97695194056583	0	0	0
DDX18	0.411074558586096	0	0	0
ASAP3	0	0	0	0.473679287687939
FER1L4	0.411074558586096	0	0	0
MAVS	0	0.709329582893762	0	0
ANAPC5	0.565877381979734	0	0	0
SLC23A2	0	0	0.484386698700525	0
ZNF302	0	0	0	0.438760475829339
RBM41	0	0	0	0.473679287687939
NECAP1	0	0	0.484386698700525	0
GPATCH2L	0	0	0	0.438760475829339
SPTLC1	0.411074558586096	0.709329582893762	0	0
YPEL3	0	0	0.437366886754848	0
NUDC	0	0	0	0.438760475829339
LYZ	0.565877381979734	3.54664791446881	0	0
DNAJB11	0.411074558586096	0	0	0
GNPTG	0	0	0	0.438760475829339
SPAG7	0.411074558586096	0	0.484386698700525	0
ZC3HC1	0	0.526713152764174	0	0
RGS17	3.18712755688995	1.58013945829252	3.63999452987582	3.21099857823977
G2E3	0	0	0	0.473679287687939
HNRNPC	0	0.526713152764174	0	0.438760475829339
EZR	44.3739118840485	39.9186004013131	146.168473012595	131.60083881764
MFSD11	0.565877381979734	0	0	0
ECHDC1	12.695176315965	17.0797095938323	20.5136779397466	30.3746786126065
SEC22C	0	0	0	0.438760475829339
CDC6	0.411074558586096	0	0	0
CDC23	0	0	0.437366886754848	0
HOOK2	0	0	0	0.473679287687939
ARCN1	0.565877381979734	0	0	0.473679287687939
PSMD5	0.565877381979734	0.709329582893762	0	0
HIVEP1	28.9026825697796	20.1630527684107	16.4975249143054	10.6501919338124
FKBP5	110.491839284347	98.6373940096315	16.9348918010602	15.2123907513988
SRPK1	19.8434455467131	20.099644355537	20.3255986919639	21.0559521846146
BRPF3	29.719632775561	27.8811336297438	19.9822714291004	22.0928831172338
MRPS18A	0.565877381979734	0	0	0
PGC	0	8.46968271947596	4.95209519014036	4.15835715361565
TMEM14A	6.06464946699262	7.23363998381803	32.4636433179645	36.6919193335102
EFHC1	101.224465526292	126.981832379266	95.796710421955	114.513465649015
HSP90AB1	0.822149117172193	1.9453723185517	0	0.877520951658678
CDC5L	202.352661052176	183.249676653893	68.8494000374789	62.5742367522476
ITPR3	6.01651446678862	3.8907446371034	8.24876245715268	8.2119578716555
DSP	938.217171374346	0	331.925330387826	184.487426289783
PRKY	0.411074558586096	0	0	0
CRKL	0	0.709329582893762	0	0
SLC35E4	0	0	0	0.473679287687939
TRIOBP	0	0	0.874733773509696	0
CENPM	0.411074558586096	0	0	0
DDX17	0.565877381979734	0	0	0
MYH9	0	0.709329582893762	0	0
RANGAP1	0	0.526713152764174	0	0
ACO2	0.565877381979734	0	0	0
POLE2	0	0	0	0.438760475829339
PYGL	0	0.709329582893762	0	0
TIMM9	0	0	0.437366886754848	0
AHSA1	0	0	0.437366886754848	0
DICER1	0	0	0	0.438760475829339
CINP	0	0.709329582893762	0	0
SRP54	0	0.709329582893762	0	0
UQCC1	0.411074558586096	0	0	0
SGK2	0	0	0	0.473679287687939
NDRG3	0	0	0	0.473679287687939
STK4	0	0	0.437366886754848	0.947358575375878
PTK6	0.411074558586096	0	0	0
SLC52A3	0	0	0	0.473679287687939
CDS2	0.565877381979734	0	0.484386698700525	0
HM13	0.565877381979734	0	0	0
MANBAL	0	0	0	0.438760475829339
MAPRE1	0	0.709329582893762	0	0
APMAP	0	0.526713152764174	0	0
VAPA	0	0.709329582893762	0	0
MYOM1	0.411074558586096	0	0	0
LIPG	0.411074558586096	0	0	0
ANKRD12	0.411074558586096	0	0	0
RIOK3	0.565877381979734	0	0.921753585455373	0
ALG13	0	0.709329582893762	0	0
XIAP	0	0	0	0.438760475829339
TAFAZZIN	0	0	0.437366886754848	0
PGK1	0.411074558586096	0	0	0
MAGT1	0.97695194056583	0	0	0
RP2	0	0	0	0.473679287687939
RBM3	0	0	0	1.31628142748802
KLF5	0.411074558586096	0	0	0
DNAJC3	0	0.709329582893762	0	0
PARP4	0.565877381979734	0	0	0
SUPT20H	0	0	0.437366886754848	0
MGRN1	0	0	0.437366886754848	0.473679287687939
CYB5B	0	0.526713152764174	0	0
TSC2	0	0	0	0.473679287687939
EEF2K	0	0	0	0.473679287687939
UBFD1	0	0.526713152764174	0	0
QPRT	0	0	0.874733773509696	0.473679287687939
CCP110	0.822149117172193	0	0	0
HERC1	0.565877381979734	0	0	0
MTFMT	0	0	0.437366886754848	0
EHD4	0.411074558586096	0	0	0
ZNF106	0.565877381979734	0	0	0
OIP5	0	0	0.484386698700525	0
CSPP1	0.565877381979734	0	0	0
UBE2W	0	0.709329582893762	0	0
ESRP1	0.411074558586096	0	0	0
ARMC1	0	0	0	0.473679287687939
CHRAC1	0.97695194056583	0	0	0
ERICH1	0	1.41865916578752	0	0
MCM4	1.13175476395947	0	0	0
ASAH1	0.411074558586096	0	0	0
GYS1	0	0	0	0.438760475829339
MAP4K1	0	0.526713152764174	0	0
SNRNP70	0	0.709329582893762	0	0
PPP1R13L	0	0	0	0.473679287687939
IL27RA	0	0	0	0.473679287687939
URI1	0	0.526713152764174	0	0
TIMM50	0	0	0	0.473679287687939
GPI	0	1.05342630552835	0	0
TJP3	0.411074558586096	0	0	0
CEACAM5	1.38802649915193	1.9453723185517	2.76526075636612	2.66748166683463
GRWD1	0.411074558586096	0	0	0
LIG1	0	0	0	0.438760475829339
FAM83E	0.565877381979734	0	0	0
DNASE2	0	0.709329582893762	0	0
LSR	0.411074558586096	0	0.437366886754848	0
AVL9	0	0	0.437366886754848	0
NAMPT	0.565877381979734	0	0.484386698700525	0
ZC3HAV1	0.565877381979734	0	0.484386698700525	0
MET	0.565877381979734	0	0	0
DNAJB6	0	0.526713152764174	0	0
ABHD11	0.97695194056583	0.709329582893762	0	0
CASP2	0	0.709329582893762	0	0
CYP3A5	0.411074558586096	0.526713152764174	0	0
ZKSCAN1	0.565877381979734	0	0.437366886754848	0
TAF6	0	0	0	0.912439763517278
FBXO24	0.411074558586096	0	0	0
RBM28	0.411074558586096	0	0	0
LSM5	0.565877381979734	0	0	0.473679287687939
AGR2	0	0	0	0.438760475829339
CHCHD3	0.411074558586096	0	0.484386698700525	0
PRKAG2	0	0	0	0.877520951658678
LIMK1	0	0.526713152764174	0	0
TMEM245	0	0	0	0.438760475829339
PTGR1	0	0.709329582893762	0	0.473679287687939
KDM4C	0.411074558586096	0	0	0
FUBP3	0	0	0.437366886754848	0
BAG1	0.565877381979734	0	0	0.438760475829339
ZFAND5	0	0.526713152764174	0	0
MICU1	0.411074558586096	0	0	0
MAP3K8	0	0	0.484386698700525	0.947358575375878
PBLD	0	0	0	0.877520951658678
NUFIP2	0	0.709329582893762	0	0
KPNB1	0.565877381979734	0	0	0
TRIM16L	0	0.709329582893762	0	0
GOSR1	0	0	0	0.473679287687939
C17orf75	0	0	0	0.473679287687939
ABCC3	0	0	0	0.438760475829339
LUC7L3	0.411074558586096	0	0	0
SMURF2	0	0	0.437366886754848	0
TMEM33	0	1.23604273565794	0	0
DCUN1D4	0.565877381979734	0	0	0
NFKB1	0	0.709329582893762	0	0
ANXA10	0	0	0	0.438760475829339
DHX15	0	0.709329582893762	0	0
UFSP2	0	0	0	0.438760475829339
UGDH	0.97695194056583	0.709329582893762	0	0
FNBP4	0	0	0	0.438760475829339
CPT1A	0.822149117172193	0	0	0
NAA40	0	0	0.437366886754848	0
AIP	0.411074558586096	0	0	0
PPFIBP1	0	0	0	0.438760475829339
CAPRIN2	0	0	0	0.438760475829339
RSRC2	0.411074558586096	0	0	0
NAA25	0	0	0.437366886754848	0
OAS3	0	0	0	0.473679287687939
CAND1	0	0	0.484386698700525	0
CPSF6	0.411074558586096	0	0	0
CHD4	0	0	0	0.877520951658678
COPS7A	0	0	0.968773397401051	0
GNPTAB	0	0	0	0.438760475829339
LPCAT3	0	0.709329582893762	0	0
SRSF9	0.565877381979734	0	0	0
FGFR1OP2	0	0.709329582893762	0	0
COL12A1	0	0.709329582893762	0	0
BTN3A3	8.94737028848611	5.8149808180305	32.7457621896386	33.6555148145635
TDP2	42.4096101801352	36.9756013816151	64.8802668239834	51.904310084909
FRK	77.5850789518959	83.7490815773542	18.5761311449445	19.5999955096922
DSE	3.08565864509113	4.39632165224298	3.20262764312097	4.96604048155713
RWDD1	3.34193038028359	5.99759724816009	5.38946207689521	10.9143583503487
RSPH4A	37.7811222124985	36.8352572267347	0.968773397401051	1.35120023934662
MAK	19.9501133699027	25.0438152981687	12.3261238737833	12.3004774015539
TMEM14C	1.38802649915193	0	4.42068867949416	1.78996071517596
PAK1IP1	0	1.05342630552835	0.921753585455373	3.21099857823977
GCNT2	10.4901996110317	0	0.921753585455373	4.08851952989845
SMIM8	2.36497843971776	3.34289534671463	8.34280208104404	3.61484024221051
NEDD9	94.9880717040464	100.997880272183	52.4317261678212	47.8157905550106
CEP85L	0	1.23604273565794	4.56174811533119	9.22915407074858
ADTRP	0	0	0.921753585455373	0
MCM9	6.63052684897236	10.2324386078981	6.2641958504049	5.8086426213572
FAM184A	0	1.23604273565794	0	0.438760475829339
RNGTT	22.9239052804134	22.9158265494874	50.7904868239369	43.8669462725465
MAN1A1	7.96521943652947	15.8225307205498	2.23385424571992	1.82487952703456
GABRR2	0.411074558586096	0.526713152764174	1.84350717091075	3.24591739009837
SERINC1	3.44339929208241	5.10565123513674	7.32700887169731	3.68467786592771
HINT3	15.5245632258637	14.8536489655198	12.3261238737833	15.4416383560765
NCOA7	137.402880795572	149.505371410228	90.4915534639218	95.5571928311103
RIPOR2	0	0	0.921753585455373	0.912439763517278
SASH1	21.2848059574598	16.7567490088223	24.1536724696224	31.7957164756703
UST	12.5937074041662	20.9493180933111	22.2161256748203	16.3889969314524
ULBP1	0.411074558586096	1.23604273565794	0.437366886754848	1.78996071517596
FBXO5	36.1849589783581	34.3631717554189	8.29578226909836	11.8966357375832
MTRF1L	5.45063708480888	1.05342630552835	6.45227509818761	7.33443691999682
PPARD	239.796838263246	150.20709218463	116.625338466078	130.777971411366
FANCE	0.97695194056583	0	0.484386698700525	2.33347762658109
TULP1	0	0	0.484386698700525	0.438760475829339
SLC26A8	0.411074558586096	0	1.4061402841559	1.85979833889316
MAPK14	0	1.23604273565794	0	0.473679287687939
KCTD20	0.565877381979734	0.709329582893762	0	0
STK38	0.411074558586096	0.526713152764174	0.484386698700525	0
SRSF3	0.411074558586096	0	0.968773397401051	0.912439763517278
SOD2	99.9691014072836	76.9229467290446	102.169134475495	79.2471348337624
MRPL18	58.1852462298005	46.1123414087357	36.3999452987582	31.6909600400945
MCM3	16.0423056076394	13.9405668148719	33.9168034140661	33.022425545915
RNF8	27.1946526010588	20.4014688029224	27.0741812410693	39.4641574359207
CILK1	0	0.709329582893762	0	0.473679287687939
FBXO9	1.79910105773802	1.41865916578752	1.35912047221022	0.912439763517278
CD83	13.2129186977407	15.7455949785432	4.65578773922254	2.29855881472249
MDN1	34.6525274785942	42.3272774597552	63.7420568322578	56.2721801096763
GLP1R	0.565877381979734	0	0.921753585455373	1.38611905120522
SAYSD1	0.565877381979734	0	0.437366886754848	0.473679287687939
BMP5	0	0	0	0.438760475829339
BACH2	0	0.526713152764174	1.4061402841559	0.438760475829339
CAP2	0.822149117172193	1.9453723185517	1.31210066026454	1.31628142748802
TREML2	0.565877381979734	0	0.874733773509696	0.438760475829339
ZNF451	0.411074558586096	0	0	0.877520951658678
BAG2	2.62125017491022	2.28946904118628	0	0.473679287687939
RAB23	0.565877381979734	0	0	0
GPR63	0.411074558586096	1.23604273565794	0	0
FBXL4	81.7491584493517	59.2877790363317	55.4932943751051	61.3778958386678
CCNC	4.88475970282915	4.39632165224298	14.2166508566398	21.2851997892923
E2F3	0.822149117172193	3.52551177684422	1.4061402841559	5.8086426213572
ASCC3	0.565877381979734	0.709329582893762	0.437366886754848	0
MED23	60.0688746674782	84.0162425579822	59.9139830545993	69.1556438896877
WASF1	7.81561552452664	6.52431040092427	4.7498273631139	4.52728000572779
GPLD1	0	0	0.484386698700525	1.35120023934662
ALDH5A1	3.65153602707086	5.99759724816009	3.63999452987582	3.68467786592771
CRYBG1	272.647575088729	300.592572566599	73.6790784452404	68.32822582822
VNN1	4.21741340905059	6.88954326118344	49.0880390888632	16.8277574072817
ACOT13	4.6766229678407	4.74041837487757	12.5142031215661	5.36988214552787
SMAP1	4.93809361442397	1.76275588842211	2.23385424571992	3.64975905406911
RPS12	0.822149117172193	0	3.10858801922961	2.66748166683463
C6orf62	15.0601547556827	14.0809109697523	41.5871395486269	38.412042424969
GMNN	64.1744213419483	73.0668655586986	39.0099580400435	47.3770300791812
SOBP	2.36497843971776	2.63356576382087	3.20262764312097	0.877520951658678
SNX3	0	0.526713152764174	0	0
HBS1L	215.309308014724	270.024611513593	46.7131254073062	70.8211134357617
TRIM38	1.54282932254556	8.44854658185137	7.42104849558866	49.5510977248018
PEX7	2.36497843971776	1.23604273565794	11.8887569870285	10.9143583503487
ZBTB24	1.95390388113166	2.81618219395046	8.68612934390753	3.57992143035191
FIG4	84.3170747126671	84.8160352120155	57.5390693730423	50.4635374883191
PERP	454.50002240255	454.347160322788	470.184740488518	482.175055343536
ARFGEF3	22.3150918096205	28.7730796427671	23.09085944833	31.4267936235582
HECA	16.4000462546307	19.3691786350186	25.6210211449677	18.1440388347698
ADGRG6	147.764272140164	146.373837439759	70.2085205096892	58.8349053409351
PHACTR2	17.681404930593	16.0051471506794	57.1629108774769	51.1861991142109
SLC22A2	0	0	2.32789386961127	2.29855881472249
PACRG	19.6405077231154	26.4413383263317	3.343687078958	1.85979833889316
QKI	14.9105508436799	31.2028928388338	16.544544726251	29.6368329083822
PDE10A	26.3777023952774	20.1630527684107	13.920343405722	15.6860700390867
MDFI	0	0	2.8122805683118	2.73731929055183
TFEB	6.17131729018226	6.18021367828968	19.4180336857523	14.1253569285885
SMOC2	2.36497843971776	0	0	0
CCND3	30.9476575399285	1.9453723185517	43.9008448389944	0.947358575375878
BYSL	19.0746303411357	11.4896174811806	18.3410320852161	13.1779983532126
FAM120B	0.411074558586096	2.65470190144546	9.40561510233644	12.0363109850176
TBP	37.524850477306	44.005488797679	46.1488876639581	56.8354317546076
GUCA1B	0.565877381979734	0	0.874733773509696	0
PRPH2	0.565877381979734	0	1.35912047221022	0.877520951658678
BICRAL	25.0963437193151	59.7798287223385	9.12349623066238	13.6516776409006
PTK7	12.598906315557	11.9951944963202	23.9655932218397	13.2827547887884
CUL9	20.1101151046871	25.4724565713017	15.7638505766327	15.8454800200473
DUSP22	0	44.6801549138153	0	128.424759051258
EXOC2	214.805817569434	0	79.162580146027	84.4333216096099
COX7A2	0.411074558586096	0	0	0
TMEM30A	1.23322367575829	2.83731833157505	0	0
GMDS	295.788850408582	0	108.625863647897	134.707080960304
SENP6	371.96761653178	364.576807414709	180.645060095795	166.103506427197
IMPG1	0.565877381979734	2.28946904118628	1.79648735896507	1.85979833889316
VEGFA	6.88679858416482	8.10444985921679	37.0865998244851	34.956612163719
TTK	148.252165851282	278.655774525574	39.9645428582008	32.4090710107927
SLC29A1	0	1.41865916578752	0	0
LAMA4	0	0	1.9375467948021	0
TENT5A	5.34916817301006	0.709329582893762	0.921753585455373	0
CLIC5	2.36497843971776	0	57.6659402296356	61.8864939382143
ENPP5	28.9937536587968	8.12558599684138	0.968773397401051	2.77223810241043
NUDT12	0	0	0	0.473679287687939
HMGCS1	0.411074558586096	0	0	0
BRD8	0	0	0.484386698700525	0
HSPA9	0	0	0.437366886754848	0.438760475829339
MRPS27	0.411074558586096	0	0	0
HMGCR	0.565877381979734	0	0	0
MSH3	0.411074558586096	0	0	0
LMNB1	0.411074558586096	0	0	0
NUP155	0	0	0.484386698700525	0
PPP2CA	0.411074558586096	0	0	0
TBCCD1	0	0	0.437366886754848	0
KPNA1	0	0	0	0.438760475829339
SLC25A36	0.565877381979734	0	0	0
TFG	0	0	0	0.438760475829339
CBLB	0	0	0	0.473679287687939
KLHL24	0.565877381979734	0	0	0
NKTR	0	0	0	0.473679287687939
DGUOK	0.565877381979734	0	0	0
MOB1A	1.13175476395947	0	0	0
TANC1	0	0	0.437366886754848	0
EIF2B4	0.411074558586096	0	0	0
PPM1G	0	0	0.484386698700525	0
CCDC88A	0	0	0.437366886754848	0
FANCL	0.565877381979734	0	0	0
PAPOLG	0.565877381979734	0	0	0
COQ10B	0	0.709329582893762	0	0
HSPE1	0	1.23604273565794	0	0
KDM3A	0	0	0.437366886754848	0
MLPH	0	0.526713152764174	0	0.438760475829339
